user_id,timestamp,channel,converted
usr_100023,2026-05-18 19:08:00,Facebook,0
usr_100023,2026-05-18 21:08:00,Direct,0
usr_100023,2026-05-19 06:08:00,Direct,0
usr_100024,2026-05-20 04:05:00,Google Ads,0
usr_100025,2026-05-07 19:57:00,Instagram,0
usr_100026,2026-05-31 02:18:00,Instagram,0
usr_100027,2026-05-10 15:03:00,Google Ads,0
usr_100027,2026-05-10 21:03:00,Google Ads,0
usr_100027,2026-05-11 07:03:00,Email,0
usr_100027,2026-05-11 16:03:00,Direct,0
usr_100027,2026-05-12 01:03:00,Direct,0
usr_100028,2026-05-21 09:43:00,Facebook,0
usr_100029,2026-05-08 20:38:00,Organic Search,0
usr_100030,2026-05-12 14:13:00,Google Ads,0
usr_100030,2026-05-12 21:13:00,Google Ads,0
usr_100031,2026-05-16 12:59:00,Google Ads,0
usr_100032,2026-05-19 12:04:00,Google Ads,0
usr_100033,2026-05-29 07:56:00,Direct,0
usr_100034,2026-05-25 20:39:00,Organic Search,0
usr_100035,2026-05-13 00:06:00,Google Ads,0
usr_100035,2026-05-13 02:06:00,Google Ads,0
usr_100036,2026-05-24 15:13:00,Facebook,0
usr_100036,2026-05-24 20:13:00,Organic Search,0
usr_100036,2026-05-26 21:13:00,Direct,0
usr_100037,2026-05-09 04:00:00,Instagram,0
usr_100038,2026-05-19 00:27:00,Facebook,0
usr_100038,2026-05-19 12:27:00,Facebook,0
usr_100039,2026-05-05 02:19:00,Instagram,0
usr_100039,2026-05-06 06:19:00,Organic Search,0
usr_100039,2026-05-07 17:19:00,Direct,0
usr_100039,2026-05-08 02:19:00,Direct,0
usr_100040,2026-05-26 08:56:00,Instagram,0
usr_100040,2026-05-27 14:56:00,Direct,0
usr_100040,2026-05-28 21:56:00,Direct,0
usr_100040,2026-05-30 09:56:00,Direct,0
usr_100041,2026-05-28 05:54:00,Facebook,0
usr_100041,2026-05-29 13:54:00,Google Ads,0
usr_100041,2026-05-29 17:54:00,Email,0
usr_100042,2026-05-14 15:17:00,Google Ads,0
usr_100043,2026-05-24 19:21:00,Instagram,0
usr_100044,2026-05-21 19:22:00,Facebook,0
usr_100044,2026-05-22 04:22:00,Organic Search,0
usr_100044,2026-05-22 14:22:00,Direct,0
usr_100044,2026-05-22 15:22:00,Direct,0
usr_100045,2026-05-16 12:42:00,Facebook,0
usr_100045,2026-05-16 14:42:00,Direct,0
usr_100045,2026-05-17 19:42:00,Direct,0
usr_100046,2026-05-14 02:18:00,Google Ads,0
usr_100046,2026-05-14 09:18:00,Email,0
usr_100047,2026-05-13 22:53:00,Organic Search,0
usr_100047,2026-05-14 08:53:00,Organic Search,0
usr_100048,2026-05-16 09:13:00,Instagram,0
usr_100048,2026-05-16 11:13:00,Instagram,0
usr_100049,2026-05-21 14:05:00,Google Ads,0
usr_100050,2026-05-05 08:02:00,Facebook,0
usr_100050,2026-05-06 10:02:00,Direct,1
usr_100051,2026-05-24 02:24:00,Organic Search,0
usr_100051,2026-05-24 14:24:00,Direct,0
usr_100052,2026-05-25 06:49:00,Email,0
usr_100053,2026-05-19 15:58:00,Google Ads,0
usr_100053,2026-05-19 23:58:00,Email,0
usr_100053,2026-05-21 08:58:00,Direct,1
usr_100054,2026-05-21 08:57:00,Direct,0
usr_100054,2026-05-21 11:57:00,Direct,0
usr_100055,2026-05-29 05:17:00,Instagram,0
usr_100055,2026-05-29 09:17:00,Organic Search,0
usr_100055,2026-05-29 11:17:00,Direct,1
usr_100056,2026-05-29 21:05:00,Facebook,0
usr_100056,2026-05-30 00:05:00,Organic Search,0
usr_100056,2026-05-31 02:05:00,Organic Search,0
usr_100057,2026-05-15 08:13:00,Instagram,0
usr_100057,2026-05-17 18:13:00,Instagram,0
usr_100058,2026-06-01 18:19:00,Facebook,0
usr_100058,2026-06-02 06:19:00,Facebook,0
usr_100058,2026-06-02 16:19:00,Facebook,0
usr_100058,2026-06-04 00:19:00,Google Ads,0
usr_100059,2026-05-02 19:21:00,Instagram,0
usr_100060,2026-05-30 13:37:00,Organic Search,0
usr_100060,2026-05-30 20:37:00,Direct,0
usr_100060,2026-05-31 04:37:00,Direct,0
usr_100061,2026-05-11 13:29:00,Facebook,0
usr_100062,2026-05-14 09:53:00,Direct,0
usr_100063,2026-05-23 03:49:00,Facebook,0
usr_100063,2026-05-24 07:49:00,Organic Search,0
usr_100063,2026-05-24 08:49:00,Direct,0
usr_100064,2026-05-24 11:36:00,Facebook,0
usr_100064,2026-05-25 17:36:00,Facebook,0
usr_100065,2026-05-26 01:07:00,Google Ads,0
usr_100066,2026-06-01 16:25:00,Facebook,0
usr_100066,2026-06-02 04:25:00,Google Ads,0
usr_100066,2026-06-03 08:25:00,Email,0
usr_100066,2026-06-03 13:25:00,Email,0
usr_100066,2026-06-04 23:25:00,Email,0
usr_100067,2026-05-13 19:27:00,Email,0
usr_100067,2026-05-14 01:27:00,Email,0
usr_100067,2026-05-14 08:27:00,Direct,0
usr_100068,2026-05-23 13:27:00,Facebook,0
usr_100068,2026-05-25 18:27:00,Organic Search,0
usr_100068,2026-05-27 03:27:00,Organic Search,0
usr_100069,2026-05-30 12:53:00,Instagram,0
usr_100069,2026-05-31 16:53:00,Organic Search,0
usr_100069,2026-06-02 02:53:00,Organic Search,1
usr_100070,2026-05-16 16:11:00,Instagram,0
usr_100070,2026-05-17 22:11:00,Google Ads,0
usr_100071,2026-05-29 12:35:00,Google Ads,0
usr_100072,2026-05-17 01:48:00,Email,0
usr_100073,2026-05-03 13:14:00,Instagram,0
usr_100073,2026-05-03 23:14:00,Google Ads,0
usr_100074,2026-05-12 19:47:00,Google Ads,0
usr_100075,2026-05-05 11:12:00,Facebook,0
usr_100075,2026-05-05 23:12:00,Organic Search,0
usr_100075,2026-05-06 03:12:00,Direct,0
usr_100076,2026-05-27 09:18:00,Facebook,0
usr_100076,2026-05-27 21:18:00,Organic Search,0
usr_100076,2026-05-28 02:18:00,Direct,0
usr_100077,2026-05-12 06:08:00,Facebook,0
usr_100078,2026-05-10 18:30:00,Facebook,0
usr_100079,2026-05-17 03:36:00,Facebook,0
usr_100079,2026-05-17 13:36:00,Facebook,0
usr_100079,2026-05-19 15:36:00,Google Ads,0
usr_100079,2026-05-21 17:36:00,Direct,0
usr_100079,2026-05-22 00:36:00,Direct,0
usr_100080,2026-05-26 00:24:00,Email,0
usr_100080,2026-05-26 10:24:00,Direct,0
usr_100081,2026-05-31 17:40:00,Instagram,0
usr_100081,2026-05-31 21:40:00,Google Ads,0
usr_100081,2026-05-31 23:40:00,Google Ads,0
usr_100081,2026-06-01 06:40:00,Google Ads,0
usr_100081,2026-06-01 16:40:00,Direct,0
usr_100082,2026-05-24 11:44:00,Facebook,0
usr_100082,2026-05-25 16:44:00,Organic Search,0
usr_100083,2026-05-14 06:34:00,Google Ads,0
usr_100083,2026-05-16 09:34:00,Google Ads,0
usr_100083,2026-05-16 12:34:00,Direct,0
usr_100084,2026-05-16 15:29:00,Google Ads,0
usr_100084,2026-05-16 20:29:00,Google Ads,0
usr_100084,2026-05-17 04:29:00,Email,0
usr_100085,2026-05-24 12:38:00,Google Ads,0
usr_100085,2026-05-24 23:38:00,Email,0
usr_100086,2026-05-20 09:48:00,Google Ads,0
usr_100086,2026-05-20 17:48:00,Direct,0
usr_100086,2026-05-22 20:48:00,Direct,0
usr_100087,2026-05-15 13:20:00,Instagram,0
usr_100087,2026-05-16 01:20:00,Instagram,0
usr_100087,2026-05-16 12:20:00,Google Ads,0
usr_100087,2026-05-18 21:20:00,Email,0
usr_100087,2026-05-18 23:20:00,Organic Search,0
usr_100088,2026-05-25 13:55:00,Instagram,0
usr_100089,2026-05-02 14:33:00,Instagram,0
usr_100089,2026-05-03 15:33:00,Instagram,0
usr_100090,2026-05-31 17:28:00,Instagram,0
usr_100091,2026-05-20 16:45:00,Direct,0
usr_100092,2026-05-10 14:29:00,Instagram,0
usr_100093,2026-05-15 00:30:00,Instagram,0
usr_100093,2026-05-15 04:30:00,Organic Search,0
usr_100093,2026-05-17 13:30:00,Organic Search,0
usr_100094,2026-05-27 22:21:00,Facebook,0
usr_100094,2026-05-27 23:21:00,Google Ads,0
usr_100094,2026-05-28 04:21:00,Email,0
usr_100095,2026-05-28 10:28:00,Google Ads,0
usr_100095,2026-05-28 19:28:00,Google Ads,0
usr_100095,2026-05-29 01:28:00,Email,0
usr_100096,2026-05-28 21:02:00,Direct,0
usr_100096,2026-05-30 04:02:00,Direct,0
usr_100096,2026-05-30 15:02:00,Direct,0
usr_100096,2026-06-01 02:02:00,Direct,0
usr_100097,2026-05-28 22:06:00,Instagram,0
usr_100097,2026-05-29 01:06:00,Google Ads,0
usr_100097,2026-05-29 12:06:00,Direct,0
usr_100097,2026-05-31 14:06:00,Direct,0
usr_100097,2026-05-31 19:06:00,Direct,0
usr_100098,2026-05-21 13:54:00,Google Ads,0
usr_100099,2026-05-21 07:15:00,Instagram,0
usr_100099,2026-05-23 19:15:00,Organic Search,0
usr_100099,2026-05-23 21:15:00,Organic Search,0
usr_100099,2026-05-25 09:15:00,Direct,0
usr_100100,2026-05-11 08:18:00,Instagram,0
usr_100100,2026-05-11 17:18:00,Organic Search,0
usr_100100,2026-05-12 04:18:00,Direct,0
usr_100100,2026-05-13 07:18:00,Direct,0
usr_100101,2026-05-14 05:43:00,Google Ads,0
usr_100102,2026-05-10 22:16:00,Instagram,0
usr_100103,2026-05-31 18:37:00,Google Ads,0
usr_100103,2026-06-02 02:37:00,Direct,0
usr_100103,2026-06-03 06:37:00,Direct,0
usr_100103,2026-06-05 14:37:00,Direct,0
usr_100104,2026-05-14 23:18:00,Instagram,0
usr_100105,2026-05-13 19:00:00,Organic Search,0
usr_100106,2026-05-26 11:38:00,Direct,0
usr_100106,2026-05-27 21:38:00,Direct,0
usr_100106,2026-05-28 09:38:00,Direct,0
usr_100107,2026-05-30 04:41:00,Google Ads,0
usr_100107,2026-05-30 10:41:00,Direct,0
usr_100107,2026-05-31 12:41:00,Direct,0
usr_100108,2026-05-08 02:56:00,Instagram,0
usr_100108,2026-05-08 07:56:00,Instagram,0
usr_100108,2026-05-09 12:56:00,Direct,0
usr_100108,2026-05-11 20:56:00,Direct,0
usr_100109,2026-05-06 18:55:00,Facebook,0
usr_100109,2026-05-09 03:55:00,Organic Search,0
usr_100109,2026-05-09 10:55:00,Direct,0
usr_100109,2026-05-09 19:55:00,Direct,0
usr_100109,2026-05-10 01:55:00,Direct,0
usr_100110,2026-05-14 00:23:00,Google Ads,0
usr_100110,2026-05-14 10:23:00,Google Ads,0
usr_100111,2026-05-23 01:58:00,Google Ads,0
usr_100111,2026-05-23 04:58:00,Google Ads,0
usr_100111,2026-05-23 05:58:00,Direct,0
usr_100111,2026-05-23 13:58:00,Direct,0
usr_100112,2026-05-18 15:24:00,Facebook,0
usr_100113,2026-05-26 10:09:00,Google Ads,0
usr_100113,2026-05-26 18:09:00,Google Ads,0
usr_100113,2026-05-27 23:09:00,Email,0
usr_100113,2026-05-28 05:09:00,Email,0
usr_100114,2026-05-10 17:06:00,Instagram,0
usr_100115,2026-05-02 14:17:00,Direct,0
usr_100115,2026-05-04 22:17:00,Direct,0
usr_100116,2026-05-22 01:01:00,Facebook,0
usr_100117,2026-05-20 15:04:00,Facebook,0
usr_100118,2026-05-29 17:21:00,Facebook,0
usr_100119,2026-05-05 07:34:00,Organic Search,0
usr_100120,2026-05-06 04:22:00,Organic Search,0
usr_100121,2026-05-02 06:47:00,Facebook,0
usr_100121,2026-05-03 14:47:00,Organic Search,1
usr_100122,2026-05-17 17:14:00,Instagram,0
usr_100122,2026-05-19 04:14:00,Google Ads,0
usr_100123,2026-05-03 02:54:00,Instagram,0
usr_100123,2026-05-03 14:54:00,Google Ads,0
usr_100124,2026-05-05 13:08:00,Facebook,0
usr_100124,2026-05-06 01:08:00,Google Ads,0
usr_100124,2026-05-06 11:08:00,Email,0
usr_100124,2026-05-06 19:08:00,Email,0
usr_100125,2026-05-30 05:41:00,Instagram,0
usr_100125,2026-05-31 09:41:00,Google Ads,0
usr_100126,2026-05-11 16:25:00,Organic Search,0
usr_100126,2026-05-11 22:25:00,Organic Search,0
usr_100127,2026-05-22 17:04:00,Instagram,0
usr_100127,2026-05-22 19:04:00,Direct,0
usr_100128,2026-05-19 19:35:00,Instagram,0
usr_100128,2026-05-20 06:35:00,Direct,0
usr_100128,2026-05-22 13:35:00,Direct,0
usr_100129,2026-05-05 05:32:00,Email,0
usr_100129,2026-05-05 07:32:00,Organic Search,0
usr_100129,2026-05-05 16:32:00,Organic Search,0
usr_100129,2026-05-05 21:32:00,Organic Search,0
usr_100130,2026-05-21 22:53:00,Organic Search,0
usr_100130,2026-05-22 10:53:00,Direct,0
usr_100131,2026-05-07 06:36:00,Direct,0
usr_100131,2026-05-07 17:36:00,Direct,0
usr_100131,2026-05-09 19:36:00,Direct,0
usr_100132,2026-05-11 11:23:00,Facebook,0
usr_100132,2026-05-12 21:23:00,Facebook,0
usr_100132,2026-05-12 22:23:00,Facebook,0
usr_100133,2026-05-03 08:05:00,Email,0
usr_100134,2026-05-09 12:48:00,Google Ads,0
usr_100134,2026-05-09 17:48:00,Email,1
usr_100135,2026-05-22 19:02:00,Google Ads,0
usr_100135,2026-05-22 23:02:00,Google Ads,0
usr_100136,2026-05-05 09:18:00,Facebook,0
usr_100137,2026-05-14 02:45:00,Instagram,0
usr_100137,2026-05-15 08:45:00,Direct,0
usr_100138,2026-05-02 15:01:00,Organic Search,0
usr_100139,2026-05-21 14:18:00,Google Ads,0
usr_100139,2026-05-23 17:18:00,Google Ads,0
usr_100139,2026-05-25 03:18:00,Email,0
usr_100139,2026-05-25 15:18:00,Email,1
usr_100140,2026-05-19 17:33:00,Facebook,0
usr_100140,2026-05-20 21:33:00,Google Ads,0
usr_100140,2026-05-21 00:33:00,Direct,0
usr_100140,2026-05-21 11:33:00,Direct,1
usr_100141,2026-05-30 22:22:00,Instagram,0
usr_100142,2026-05-07 16:38:00,Facebook,0
usr_100142,2026-05-08 03:38:00,Direct,0
usr_100142,2026-05-08 13:38:00,Direct,0
usr_100143,2026-05-06 01:04:00,Instagram,0
usr_100143,2026-05-06 06:04:00,Organic Search,0
usr_100143,2026-05-06 12:04:00,Organic Search,0
usr_100144,2026-05-03 03:23:00,Instagram,0
usr_100144,2026-05-04 05:23:00,Instagram,0
usr_100145,2026-05-20 18:50:00,Instagram,0
usr_100145,2026-05-21 04:50:00,Instagram,0
usr_100146,2026-05-17 10:03:00,Instagram,0
usr_100146,2026-05-19 12:03:00,Instagram,0
usr_100147,2026-05-24 00:28:00,Facebook,0
usr_100147,2026-05-24 06:28:00,Direct,0
usr_100148,2026-05-03 17:06:00,Instagram,0
usr_100148,2026-05-04 05:06:00,Organic Search,0
usr_100148,2026-05-05 15:06:00,Direct,0
usr_100148,2026-05-06 21:06:00,Direct,0
usr_100149,2026-06-01 23:19:00,Google Ads,0
usr_100150,2026-05-11 23:24:00,Facebook,0
usr_100150,2026-05-13 10:24:00,Google Ads,1
usr_100151,2026-05-17 14:01:00,Direct,0
usr_100151,2026-05-19 20:01:00,Direct,0
usr_100151,2026-05-22 04:01:00,Direct,0
usr_100152,2026-05-06 04:18:00,Direct,0
usr_100153,2026-05-23 13:56:00,Instagram,0
usr_100153,2026-05-23 16:56:00,Google Ads,0
usr_100154,2026-05-28 07:51:00,Organic Search,1
usr_100155,2026-05-17 03:18:00,Instagram,0
usr_100155,2026-05-17 07:18:00,Direct,0
usr_100156,2026-05-17 16:23:00,Organic Search,0
usr_100157,2026-05-28 11:51:00,Instagram,0
usr_100157,2026-05-28 19:51:00,Organic Search,0
usr_100157,2026-05-30 04:51:00,Organic Search,0
usr_100157,2026-06-01 16:51:00,Organic Search,0
usr_100157,2026-06-02 18:51:00,Direct,0
usr_100158,2026-05-09 21:57:00,Email,0
usr_100159,2026-05-27 15:56:00,Organic Search,0
usr_100160,2026-05-08 13:05:00,Instagram,0
usr_100160,2026-05-08 15:05:00,Organic Search,0
usr_100161,2026-05-03 21:58:00,Google Ads,0
usr_100161,2026-05-05 09:58:00,Direct,0
usr_100161,2026-05-05 19:58:00,Direct,0
usr_100162,2026-05-09 18:53:00,Facebook,0
usr_100163,2026-05-08 16:07:00,Instagram,0
usr_100163,2026-05-10 02:07:00,Organic Search,0
usr_100164,2026-05-22 03:01:00,Facebook,0
usr_100164,2026-05-22 06:01:00,Facebook,0
usr_100165,2026-05-12 18:36:00,Facebook,0
usr_100166,2026-05-04 01:34:00,Instagram,0
usr_100166,2026-05-04 08:34:00,Organic Search,0
usr_100167,2026-05-25 06:22:00,Facebook,0
usr_100167,2026-05-25 17:22:00,Facebook,0
usr_100167,2026-05-27 03:22:00,Organic Search,0
usr_100167,2026-05-28 09:22:00,Organic Search,0
usr_100168,2026-05-13 07:11:00,Instagram,0
usr_100169,2026-05-07 12:04:00,Google Ads,0
usr_100169,2026-05-07 16:04:00,Google Ads,0
usr_100170,2026-05-02 17:59:00,Facebook,0
usr_100171,2026-05-13 06:55:00,Instagram,0
usr_100171,2026-05-13 12:55:00,Organic Search,0
usr_100171,2026-05-13 19:55:00,Direct,0
usr_100171,2026-05-15 02:55:00,Direct,0
usr_100171,2026-05-15 05:55:00,Direct,0
usr_100172,2026-05-26 09:46:00,Instagram,0
usr_100172,2026-05-27 12:46:00,Organic Search,0
usr_100173,2026-05-12 07:18:00,Instagram,0
usr_100173,2026-05-13 10:18:00,Google Ads,0
usr_100174,2026-05-26 16:39:00,Instagram,0
usr_100174,2026-05-27 17:39:00,Google Ads,0
usr_100175,2026-05-13 19:51:00,Google Ads,0
usr_100176,2026-05-09 06:23:00,Facebook,0
usr_100176,2026-05-09 09:23:00,Facebook,0
usr_100176,2026-05-10 15:23:00,Google Ads,0
usr_100176,2026-05-10 17:23:00,Direct,0
usr_100176,2026-05-11 02:23:00,Direct,0
usr_100177,2026-05-09 10:07:00,Instagram,0
usr_100178,2026-05-09 18:45:00,Instagram,0
usr_100178,2026-05-10 02:45:00,Google Ads,1
usr_100179,2026-05-04 22:11:00,Facebook,0
usr_100180,2026-05-29 21:54:00,Organic Search,0
usr_100180,2026-06-01 08:54:00,Organic Search,0
usr_100180,2026-06-01 14:54:00,Organic Search,0
usr_100180,2026-06-01 16:54:00,Direct,0
usr_100180,2026-06-03 19:54:00,Direct,0
usr_100181,2026-05-13 02:36:00,Instagram,0
usr_100182,2026-05-05 21:25:00,Organic Search,0
usr_100183,2026-05-28 00:04:00,Instagram,0
usr_100183,2026-05-29 08:04:00,Instagram,0
usr_100184,2026-05-29 20:40:00,Instagram,0
usr_100184,2026-05-29 21:40:00,Direct,0
usr_100185,2026-05-07 16:59:00,Instagram,0
usr_100185,2026-05-10 01:59:00,Organic Search,0
usr_100185,2026-05-11 03:59:00,Direct,0
usr_100186,2026-05-19 18:08:00,Google Ads,0
usr_100187,2026-05-20 04:09:00,Instagram,0
usr_100187,2026-05-21 14:09:00,Direct,0
usr_100188,2026-05-02 11:05:00,Direct,0
usr_100189,2026-05-21 07:01:00,Facebook,0
usr_100189,2026-05-21 18:01:00,Direct,0
usr_100189,2026-05-24 02:01:00,Direct,0
usr_100190,2026-05-13 10:29:00,Organic Search,0
usr_100191,2026-05-16 12:21:00,Instagram,0
usr_100192,2026-05-25 17:32:00,Instagram,0
usr_100192,2026-05-25 19:32:00,Organic Search,0
usr_100192,2026-05-25 23:32:00,Organic Search,0
usr_100192,2026-05-26 00:32:00,Direct,1
usr_100193,2026-05-22 16:15:00,Instagram,0
usr_100194,2026-05-27 13:31:00,Direct,0
usr_100194,2026-05-27 18:31:00,Direct,0
usr_100194,2026-05-27 20:31:00,Direct,0
usr_100195,2026-05-02 12:18:00,Instagram,0
usr_100195,2026-05-03 17:18:00,Direct,0
usr_100195,2026-05-03 19:18:00,Direct,0
usr_100195,2026-05-04 00:18:00,Direct,0
usr_100196,2026-05-13 07:36:00,Email,0
usr_100196,2026-05-13 09:36:00,Organic Search,0
usr_100196,2026-05-13 17:36:00,Direct,0
usr_100197,2026-05-05 18:23:00,Facebook,0
usr_100197,2026-05-06 00:23:00,Google Ads,0
usr_100197,2026-05-07 04:23:00,Direct,1
usr_100198,2026-05-03 09:08:00,Instagram,0
usr_100198,2026-05-03 12:08:00,Google Ads,1
usr_100199,2026-05-31 05:20:00,Instagram,0
usr_100199,2026-06-01 10:20:00,Organic Search,0
usr_100200,2026-05-23 19:19:00,Instagram,0
usr_100200,2026-05-24 06:19:00,Instagram,0
usr_100201,2026-05-12 00:55:00,Instagram,0
usr_100202,2026-05-24 10:37:00,Facebook,0
usr_100202,2026-05-25 20:37:00,Direct,0
usr_100203,2026-05-20 06:07:00,Instagram,0
usr_100203,2026-05-20 09:07:00,Direct,0
usr_100203,2026-05-20 13:07:00,Direct,0
usr_100204,2026-05-29 02:46:00,Email,0
usr_100204,2026-05-29 11:46:00,Organic Search,0
usr_100205,2026-05-19 20:20:00,Google Ads,0
usr_100206,2026-05-07 11:17:00,Instagram,0
usr_100206,2026-05-09 16:17:00,Organic Search,0
usr_100206,2026-05-11 04:17:00,Organic Search,0
usr_100206,2026-05-11 16:17:00,Organic Search,0
usr_100207,2026-05-11 10:36:00,Instagram,0
usr_100207,2026-05-12 17:36:00,Organic Search,0
usr_100208,2026-05-02 17:45:00,Direct,0
usr_100208,2026-05-04 05:45:00,Direct,0
usr_100208,2026-05-04 09:45:00,Direct,0
usr_100209,2026-05-04 23:47:00,Facebook,0
usr_100209,2026-05-05 08:47:00,Organic Search,0
usr_100209,2026-05-05 12:47:00,Direct,0
usr_100210,2026-05-24 18:06:00,Instagram,0
usr_100211,2026-05-31 13:26:00,Google Ads,0
usr_100212,2026-05-11 11:41:00,Facebook,0
usr_100212,2026-05-12 15:41:00,Organic Search,0
usr_100213,2026-05-31 08:26:00,Email,0
usr_100213,2026-06-02 09:26:00,Direct,0
usr_100214,2026-05-02 15:36:00,Instagram,0
usr_100214,2026-05-03 02:36:00,Instagram,0
usr_100214,2026-05-03 10:36:00,Direct,0
usr_100214,2026-05-04 13:36:00,Direct,0
usr_100214,2026-05-05 21:36:00,Direct,0
usr_100215,2026-05-11 10:46:00,Organic Search,0
usr_100216,2026-05-20 07:48:00,Facebook,0
usr_100216,2026-05-21 14:48:00,Organic Search,0
usr_100216,2026-05-22 23:48:00,Organic Search,0
usr_100217,2026-05-04 09:08:00,Instagram,0
usr_100218,2026-05-15 20:21:00,Instagram,0
usr_100219,2026-05-24 15:03:00,Facebook,0
usr_100219,2026-05-24 22:03:00,Organic Search,0
usr_100220,2026-05-25 08:40:00,Direct,0
usr_100220,2026-05-25 12:40:00,Direct,0
usr_100221,2026-05-07 20:47:00,Facebook,0
usr_100222,2026-05-26 21:51:00,Instagram,0
usr_100222,2026-05-28 08:51:00,Instagram,0
usr_100223,2026-05-18 08:23:00,Organic Search,0
usr_100223,2026-05-18 17:23:00,Direct,0
usr_100223,2026-05-20 21:23:00,Direct,0
usr_100224,2026-05-28 20:28:00,Facebook,0
usr_100224,2026-05-30 04:28:00,Organic Search,0
usr_100225,2026-05-26 08:29:00,Instagram,0
usr_100226,2026-05-22 14:46:00,Facebook,0
usr_100226,2026-05-24 02:46:00,Facebook,1
usr_100227,2026-05-14 12:44:00,Facebook,0
usr_100228,2026-05-14 16:49:00,Facebook,0
usr_100228,2026-05-17 03:49:00,Facebook,0
usr_100228,2026-05-19 09:49:00,Google Ads,0
usr_100228,2026-05-21 16:49:00,Email,1
usr_100229,2026-05-15 11:43:00,Organic Search,0
usr_100229,2026-05-15 17:43:00,Organic Search,0
usr_100230,2026-05-14 20:08:00,Direct,0
usr_100231,2026-05-23 06:34:00,Email,0
usr_100231,2026-05-24 10:34:00,Organic Search,0
usr_100231,2026-05-24 13:34:00,Organic Search,0
usr_100232,2026-05-25 10:02:00,Direct,0
usr_100233,2026-05-08 07:04:00,Direct,0
usr_100233,2026-05-08 18:04:00,Direct,0
usr_100234,2026-05-15 08:34:00,Facebook,0
usr_100234,2026-05-15 13:34:00,Google Ads,0
usr_100234,2026-05-16 01:34:00,Email,0
usr_100235,2026-05-27 13:15:00,Google Ads,0
usr_100235,2026-05-29 22:15:00,Google Ads,0
usr_100236,2026-05-03 20:37:00,Instagram,0
usr_100237,2026-05-03 20:41:00,Instagram,0
usr_100237,2026-05-04 03:41:00,Instagram,0
usr_100238,2026-05-25 21:30:00,Facebook,0
usr_100238,2026-05-26 09:30:00,Direct,0
usr_100239,2026-05-05 02:26:00,Instagram,0
usr_100240,2026-05-07 18:41:00,Instagram,0
usr_100240,2026-05-08 20:41:00,Organic Search,1
usr_100241,2026-05-10 13:43:00,Organic Search,0
usr_100241,2026-05-11 17:43:00,Direct,1
usr_100242,2026-05-08 21:13:00,Google Ads,0
usr_100242,2026-05-08 22:13:00,Google Ads,0
usr_100242,2026-05-09 02:13:00,Google Ads,0
usr_100243,2026-05-30 12:35:00,Facebook,0
usr_100243,2026-05-30 21:35:00,Facebook,0
usr_100243,2026-06-01 02:35:00,Direct,0
usr_100243,2026-06-01 11:35:00,Direct,0
usr_100243,2026-06-02 19:35:00,Direct,0
usr_100244,2026-05-16 16:58:00,Direct,0
usr_100245,2026-05-24 14:01:00,Google Ads,0
usr_100245,2026-05-24 21:01:00,Direct,0
usr_100246,2026-05-09 20:36:00,Facebook,0
